Title,Artist,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Rock Workout 2023,The Killers,6ehaWPjsNSf5HWOXTEFSUi,0.508,0.981,10,-3.23,0,0.0779,8.22e-05,0.000449,0.0555,0.746,138.011,200946
Kick It,Red Hot Chili Peppers,1c9MeAa2tLEoZl5osXf5Ts,0.421,0.986,11,-1.795,0,0.152,0.00482,0.0,0.295,0.263,105.83,123800
Metal Lives!,Deftones,4nzIpIeHWiuFQnOV5ZELnj,0.112,0.978,4,-2.64,1,0.117,0.000108,0.0241,0.117,0.371,173.097,250222
Metal,Deftones,0FrFqoPT7JB0ezIU9g2OLC,0.112,0.978,4,-2.64,1,0.117,0.000108,0.0241,0.117,0.371,173.097,250222
80s Bangers Vol. 2,Red Hot Chili Peppers,0v8tmDMQrTMavluubqAJo4,0.476,0.979,4,-3.504,0,0.133,0.00142,0.00686,0.0944,0.394,140.408,202053
Pop Hits Now,Red Hot Chili Peppers,47dUWyurHWefCpINwcvit2,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,232412
Rock n Roll Christmas,The Killers;Toni Halliday,5SVYqPYpje5JDG2O969oz6,0.532,0.872,0,-3.869,1,0.0636,0.00223,0.0,0.283,0.299,127.959,262586
Home For Christmas 2022,The Killers;Ryan Pardey,71BwuaJ5VjGx9EJdrc9OX2,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,245106
Rock n Roll Christmas,The Killers;Ryan Pardey,2cwOhw3d0uIsR4krTsrLwF,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,245106
Home At Christmas,The Killers;Ryan Pardey,2QLFTiSNgt6cT3aQdeGFhd,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,245106
All Out Alternative,Weezer;AJR,2MCUHzFEXf39cyzcNyKw7B,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,170720
Alternative Christmas 2022,The Killers;Toni Halliday,3omnDqXnlC4awZfUrGQSDN,0.532,0.872,0,-3.869,1,0.0636,0.00223,0.0,0.283,0.299,127.959,262586
20's Rock,Red Hot Chili Peppers,5HNau9WX6OmX2PcBn3n24r,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,232412
Alternative Christmas 2022,The Killers,7GEQkaJPZmph6xtzXFNWxn,0.666,0.935,0,-4.563,1,0.0445,0.00285,0.781,0.352,0.69,118.999,436413
Alternative Christmas 2022,The Killers;Ryan Pardey,2S3G868WlDZNtfwZiDKPRx,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,245106
Éxitos del Pop en Español de los Años 2000,Julieta Venegas,4fvKqLGqlsj7giLICaxTXl,0.625,0.653,11,-5.967,1,0.0257,0.124,0.0,0.346,0.605,110.972,205213
Alternative Christmas 2022,The Killers;Ryan Pardey,77s65ayZ3gXbqMV8jKH1A3,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,245106
Alternative Christmas 2022,The Offspring,2vU6bm5hVF2idVknGzqyPL,0.437,0.878,0,-4.687,1,0.0452,0.0112,0.0,0.126,0.623,128.043,187355
Alternative Rock Mixtape,Red Hot Chili Peppers,12cG3BUpk6PzLAzWK0mryO,0.441,0.986,0,-2.466,1,0.116,0.038,0.000781,0.0998,0.184,123.974,215666
Christmas Rock 2022,The Killers;Ryan Pardey,1gu8VJ0d28EsXtcgKzJcSl,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,245106
Daddy Issues (Remix) feat. Syd,The Neighbourhood;Syd,5Q6fh8OEhBYepJaORz9lxe,0.623,0.533,10,-8.164,1,0.0653,0.245,0.00717,0.112,0.247,84.982,181186
Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,2xql0pid3EUwW38AsywxhV,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,244013
"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,4m0q0xQ2BNl9SCAGKyfiGZ,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,347525
Pablo Honey,Radiohead,70LcF31zb1H0PyJoS1Sx1r,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640
The Reason (15th Anniversary Deluxe),Hoobastank,77loZpT5Y5PRP1S451P9Yz,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,232800
OK Computer,Radiohead,10nyNJ6zNy2YVYLrcwLccB,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120
ATLAS,The Score,3SWqGa1J0M7hSBUDM0KePD,0.601,0.757,2,-3.341,1,0.028,0.0139,8.85e-05,0.0727,0.462,82.001,189120
Elephant,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,232106
The End Is Where We Begin,Thousand Foot Krutch,0AOmbw8AwDnwXhHC3OhdVB,0.531,0.638,11,-5.145,0,0.0809,0.00409,0.0,0.0822,0.445,164.079,236898
Autumn Vibe,Dominic Fike;Zendaya,1v3rsZZAH13mnXEEz3AEL5,0.341,0.266,4,-17.251,1,0.146,0.831,0.0,0.113,0.388,184.14,152144
90's Music Grandi Successi,R.E.M.,7oMO1B9CB4ZPYPLeVe32OY,0.666,0.854,9,-5.051,0,0.0295,0.179,1.2e-06,0.0986,0.803,125.637,268426
noches de lluvia,Zoé,7aDOJxh95VAx7G76l9YajI,0.511,0.714,9,-6.414,1,0.0368,0.0504,0.56,0.105,0.521,98.008,194506
Rock - Best of 2022,Skillet,7M62cpl1L8v53XwfCZ2GYD,0.535,0.979,8,-3.593,1,0.0597,0.000666,0.0,0.084,0.432,103.996,238870
Rock - Best of 2022,Weezer,6Byuke1Ac5qWJHFgzu7byM,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,208920
Los Clásicos del Pop 90s,Weezer,7yI7YDsXGrwUX8sFTXXnVV,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,258825
90's Music Grandi Successi,Weezer,3qmncUJvABe0QDRwMZhbPt,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,258825
Fishing Music,Weezer,6WwoaXSpEJ75vG1t674Cmm,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,258825
Rock Brandneu,Weezer,2q9STTSwMoEVLyvlNZyOdA,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,208920
90's Music Grandi Successi,Weezer,65mksf4l4ShgosppsGHoVR,0.555,0.921,8,-4.606,1,0.0369,0.00264,0.000205,0.117,0.775,121.141,159226
Rock Workout 2023,Weezer,61c2cPZd0ZZr7W2X5d0bUR,0.555,0.921,8,-4.606,1,0.0369,0.00264,0.000205,0.117,0.775,121.141,159226
Alternativo diferente latino,Zoé,0T7DQlfcadEUEjxoHeQQaL,0.582,0.755,11,-7.305,1,0.0288,0.0632,0.00658,0.931,0.311,109.061,244866
Mirando las nubes,Weezer,7cEZSmCRCiOU1nsCuAtx0F,0.654,0.794,4,-6.288,0,0.0284,0.00769,0.00134,0.165,0.678,114.62,200053
Emo Christmas 2022,Weezer,1l1ra0gsPlpnDOc4HdkKZU,0.516,0.818,11,-6.076,1,0.0393,0.00701,0.0,0.337,0.769,121.907,124653
Here to Forever - All New Indie,Weezer;AJR,03I89EqsberXEAapUd1yWu,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,170720
Rock Brandneu,Skillet,0lpdGobBIXUFiPaZpDR1Bj,0.535,0.979,8,-3.593,1,0.0597,0.000666,0.0,0.084,0.432,103.996,238870
Metal Lives!,Skillet,4eMjf9FgbmFQ6yHZD5EsgX,0.603,0.886,5,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.027,229933
Metal,Skillet,0LvONfXemxF8eUKovfhZdH,0.603,0.886,5,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.027,229933
Rock & Halloween,The Smashing Pumpkins,1Vl9pXCmq6m2FbpxqHptTY,0.395,0.751,10,-8.547,0,0.0618,5.71e-05,0.838,0.0725,0.455,121.561,257812
Top of the Rock,Weezer,11oRhYmKwkh6iUTC521TSk,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,208920
Alternative Christmas 2022,Weezer,2Nmgl5ms85CE90Yu4lm8jL,0.173,0.609,3,-7.724,1,0.0482,0.359,0.0,0.1,0.0988,197.819,244306
Fiesta temática 90s,Weezer,08k0JhCj8oJLB7Xuclr57s,0.261,0.947,11,-3.031,1,0.0487,0.000193,0.00326,0.31,0.552,185.942,206120
tardes tranqui,Zoé,3kQhWtoluFHPbcBC6gyYrZ,0.462,0.765,5,-7.011,1,0.036,0.324,0.231,0.0757,0.399,81.513,252986
Alternative Christmas 2022,The Smashing Pumpkins,0PSKFp3zoNmJzDsOHeLV6l,0.165,0.434,0,-8.163,1,0.0288,0.316,0.171,0.213,0.186,77.983,196723
Rock n Roll Christmas,Weezer,3M1kaOBZv0cvlXK7xYCT1Z,0.516,0.818,11,-6.076,1,0.0393,0.00701,0.0,0.337,0.769,121.907,124653
90's Music Grandi Successi,R.E.M.,4OtSo1ZTQWRWE53ZvBfBTV,0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,246933
Alternative Christmas 2022,The Smashing Pumpkins,4fdy3vg2bCXU6L77vC6li8,0.165,0.434,0,-8.163,1,0.0288,0.316,0.171,0.213,0.186,77.983,196723
Triste Hora,Los Enanitos Verdes,5TuTzdZVv2k4Gtl7Rn6pow,0.714,0.734,4,-7.125,0,0.0306,0.176,0.000618,0.115,0.68,123.57,222226
80s Bangers Vol. 2,R.E.M.,6w1n5rbFLWKscpvAbYGOru,0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,246933
Metal,Korn,29RiulWABWHcTRLkDqVCl1,0.498,0.946,2,-4.792,1,0.0602,0.000121,2.53e-05,0.359,0.31,106.276,213000
Metal Lives!,Korn,0nI0q4NuoOIskGNRizI6vs,0.498,0.946,2,-4.792,1,0.0602,0.000121,2.53e-05,0.359,0.31,106.276,213000
Top of the Rock,Skillet,2YIm6Yfa0C3IxkRHDQdk1d,0.535,0.979,8,-3.593,1,0.0597,0.000666,0.0,0.084,0.432,103.996,238870
Rock n Roll Christmas,Weezer,6RYHGsmhxeZ5694zS1zDF6,0.387,0.786,11,-4.127,1,0.0436,0.0195,0.0,0.123,0.462,149.806,84973
Christmas Rock 2022,Weezer,1wmOubz5LefeGM4KDAcsfz,0.516,0.818,11,-6.076,1,0.0393,0.00701,0.0,0.337,0.769,121.907,124653
Alternative Christmas 2022,Weezer,22rUY52RY8r6fi66gtEono,0.387,0.786,11,-4.127,1,0.0436,0.0195,0.0,0.123,0.462,149.806,84973
Alternative Christmas 2022,Weezer,7mntHnF2frXuZwFAp8ouCB,0.387,0.786,11,-4.127,1,0.0436,0.0195,0.0,0.123,0.462,149.806,84973
Triste Hora,Los Enanitos Verdes,11jMqNuaE2vTsBBjESguoL,0.62,0.788,7,-8.646,1,0.0276,0.018,0.0,0.369,0.856,137.129,290160
Triste Hora,Los Enanitos Verdes,71jFgtUBKrBuIO6jeUYu9J,0.522,0.639,9,-5.553,1,0.0246,0.129,0.0,0.185,0.437,83.377,270640
Alternativo diferente latino,Zoé,5j8hhWf7dxILKgMsRSScbM,0.553,0.722,7,-7.794,1,0.0327,0.101,2.83e-05,0.958,0.257,91.267,256359
Christmas Rock 2022,Weezer,3v8CoiN19zAzkTG0E7TBTN,0.387,0.786,11,-4.127,1,0.0436,0.0195,0.0,0.123,0.462,149.806,84973
Triste Hora,Los Enanitos Verdes,2Ns9vtFyKhGoI0vCFLHQOR,0.558,0.403,0,-8.968,1,0.0245,0.328,0.0,0.171,0.148,81.661,174160
Wiped Out!,The Neighbourhood,2u0CelO5c81XS7z3dGpHbS,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,255133
Chip Chrome & The Mono-Tones (Deluxe),The Neighbourhood,0VF7YLIxSQKyNiFL3X6MmN,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,217026
Out of My League,Fitz and The Tantrums,5qEn8c0MBzyRKgQq91Vevi,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386
The 1975,The 1975,73jVPicY2G9YHmzgjk69ae,0.621,0.692,4,-6.858,1,0.0291,0.000363,1.75e-05,0.335,0.381,99.806,254509
I'm In Love With You,The 1975,0uBdQzKghx88d2Lp8SLFKJ,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74e-05,0.198,0.913,119.008,262623
Californication (Deluxe Edition),Red Hot Chili Peppers,48UPSzbZjgc449aqz8bxox,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,329733
Hot Fuss,The Killers,003vvx7Niy0yvhvHt4a68B,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973
Pressure,The Score,5Sco7mbJy7p7vdDtJW10fZ,0.631,0.684,5,-6.27,0,0.0405,0.0576,0.0,0.0938,0.528,129.974,234013
Nevermind (Remastered),Nirvana,2RsAajgo0g7bMCHxwH3Sk0,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920
Stadium Arcadium,Red Hot Chili Peppers,2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334666
Awake,Skillet,2UREu1Y8CO4jXkbvqAtP7g,0.64,0.957,8,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992,178013
ATLAS,The Score,7Fv8Qp3tTSbSS2VjryUF7L,0.574,0.833,8,-6.239,0,0.0563,0.0611,0.0,0.105,0.574,86.008,231986
What I've Become,Ashes Remain,6VuztO5yaKP4VjqSkZxpan,0.361,0.871,8,-4.313,1,0.0393,0.0119,0.0,0.318,0.575,176.026,172960
Emo Christmas 2022,3 Doors Down,74NANS3BFQRnpz3S0JVg5o,0.674,0.58,0,-8.081,1,0.0312,0.311,2.41e-05,0.198,0.305,128.003,238373
The Greatest Rock Tunes 2022,X Ambassadors;Jensen McRae,1BGMcTlICbYWgfjiRrm3RJ,0.376,0.586,10,-7.165,1,0.0434,0.0131,0.00061,0.0641,0.171,149.734,231532
Fiesta temática 90s,Counting Crows,7HS7bD1nAWG0CzigkPX7vN,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,272733
Alternative Christmas 2022,Counting Crows,0lFWwbunLKOYOl7QZrhesY,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,297293
Pañuelos al viento,Andrés Calamaro;Alejandro Sanz,12AJRjW79qbZktCDpMifs5,0.739,0.48,5,-10.82,1,0.0263,0.718,0.00292,0.0768,0.758,105.029,226858
Обратно в клас - rock,3 Doors Down,2Lkn3Of9JHY6RSA8c3omKT,0.556,0.545,10,-6.768,0,0.0255,0.0635,0.0,0.124,0.193,143.991,238560
Pañuelos al viento,Andrés Calamaro;Sebastian Yatra;Leiva;Ivan Ferreiro,42Jkqzhm5Y7ab7f1d22GTq,0.727,0.382,9,-9.145,1,0.0314,0.809,0.0,0.0998,0.828,115.003,285024
Fishing Music,3 Doors Down,5ugV3rhvi2h6l52e1cIfLw,0.544,0.848,11,-6.804,0,0.0288,0.00395,5.22e-05,0.134,0.489,99.039,234626
Rock Workout 2023,3 Doors Down,1aL952bo0KZTPevSl3207C,0.544,0.848,11,-6.804,0,0.0288,0.00395,5.22e-05,0.134,0.489,99.039,234626
Christmas Rock 2022,Counting Crows,1kSjPQCJfwVkPcxflNMJK2,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,297293
Fiesta temática 90s,Counting Crows,0OlgQYka86XhPepKdZ6xio,0.514,0.781,0,-6.703,1,0.0639,0.248,0.0,0.731,0.717,90.522,252720
Los Clásicos del Pop 90s,Counting Crows,5aZ1TeiMuTKqqPhYIR5hu1,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,272733
OO's Music Grandi Successi,Counting Crows;Vanessa Carlton,4YZg4UXqhMoUM40aPNIX1v,0.674,0.867,1,-4.329,1,0.0462,0.00199,0.0,0.206,0.821,88.04,226826
Mirando las nubes,Counting Crows;Vanessa Carlton,7gF611irT26CBRN7JOTRAU,0.674,0.867,1,-4.329,1,0.0462,0.00199,0.0,0.206,0.821,88.04,226826
Halloween Metal Nights,Megadeth,20uDfvpjbtEFz4AeC9O7AQ,0.303,0.976,5,-3.583,0,0.225,0.00266,0.135,0.0707,0.193,88.536,304053
Release Your ANGER,Megadeth,2iA4neLS2rg1dlciGgmt4X,0.61,0.889,4,-5.452,0,0.0585,0.000794,0.0865,0.0657,0.506,139.903,246733
Halloween Spooky Party 2022,Volbeat,6RLT4oQWaW3WiBmuTFBZnI,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,238653
Twisted Halloween Hits,Volbeat,5u4jJAAD6jd0Z741eT7XGP,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,238653
Halloween Party 2022,Volbeat,7IMnJ5f7mRoGTtf8TPAILw,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,238653
Música para casa,Andrés Calamaro;Julio Iglesias,0txb2qyDV7sVBLv2KvtbW2,0.784,0.461,4,-9.546,0,0.0314,0.662,5.9e-05,0.107,0.733,102.165,208004
Pañuelos al viento,Andrés Calamaro;Vicentico,5zGtItgkDE0pUB1WbSe3Po,0.706,0.525,4,-8.879,0,0.0298,0.682,9.34e-05,0.175,0.73,89.945,171978
Halloween Metal Nights,Megadeth,1M8LMTTEajUuw7AN0g4f4i,0.327,0.985,11,-3.941,1,0.151,0.00177,0.108,0.351,0.218,125.232,392600
OK Boomers - Top Tunes,The Black Keys,4GPQDyw9hC1DiZVh0ouDVL,0.597,0.702,11,-4.767,1,0.0445,0.0197,0.01,0.125,0.645,83.507,189356
Halloween Spooky Party 2022,Megadeth,1955ZZJe1TzmSR0TomnNjI,0.61,0.889,4,-5.452,0,0.0585,0.000794,0.0865,0.0657,0.506,139.903,246733
Halloween Spooky Party 2022,Volbeat,12sPGeSWgxY2zpPupFYIrZ,0.407,0.954,7,-3.753,1,0.0532,0.000629,0.186,0.0545,0.454,171.988,228666
Coffee Moment,The Black Keys,5ftfVzSLIi5ZxYdNbRtf41,0.557,0.665,6,-6.19,0,0.0328,0.321,0.000281,0.0713,0.437,75.803,218986
Música para casa,Andrés Calamaro,4R7cuj0TvkNxURIAKReRh9,0.704,0.533,9,-6.94,0,0.0315,0.587,1.64e-05,0.254,0.695,94.056,194080
Release Your ANGER,Megadeth,582QmuQapDg7uo1jcAKsgN,0.327,0.985,11,-3.941,1,0.151,0.00177,0.108,0.351,0.218,125.232,392600
Halloween Party 2022,Queens of the Stone Age,0P9Kg7MUJ8ygcKSOPh1LfJ,0.452,0.819,2,-4.394,1,0.0863,0.175,0.69,0.224,0.423,124.649,217213
Halloween Metal Nights,Volbeat,12xfRpp5r3akA2BZFPEVwv,0.411,0.767,3,-4.211,1,0.056,0.000621,0.00842,0.134,0.659,134.408,322613
Música para casa,Andrés Calamaro,5m3GmwLuZSP00IzHdxsDIV,0.488,0.627,9,-7.266,0,0.0295,0.429,0.000133,0.114,0.482,78.979,212440
Halloween Metal Nights,Volbeat,2UzNyk6tBmMaXf1dphGUo0,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,238653
Música para casa,Andrés Calamaro;Juanes;Niño Josele,3y4AS6cTOQBTnEsTbOUtIg,0.682,0.646,4,-9.274,0,0.0667,0.576,2.13e-05,0.0978,0.785,87.891,225616
Pañuelos al viento,Andrés Calamaro;Carlos Vives,3sdokgCYFdz24u6vohprY4,0.694,0.52,9,-8.758,1,0.0245,0.412,1.26e-06,0.137,0.52,108.06,254955
Rock x siempre,Andrés Calamaro,5B726JjKRgY2wdm366ItDP,0.554,0.757,11,-8.653,0,0.0705,0.00543,0.0541,0.258,0.907,148.27,177413
Música para casa,Andrés Calamaro,61WUErnrzgOMPuTgXqtNA9,0.32,0.515,2,-8.018,1,0.0412,0.373,1.74e-06,0.089,0.568,78.021,213946
Rock x siempre,Andrés Calamaro,69z5PKKbmZqcS4l86UhPpR,0.637,0.572,11,-6.913,0,0.107,0.113,0.0,0.0645,0.615,138.177,144066
I Love You.,The Neighbourhood,7brQHA2CgQpcMBiOlfiXYb,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,251186
feel something,Bea Miller,7JDWhC422Gtk1Bq0mL3OTC,0.74,0.415,0,-8.914,1,0.0707,0.242,0.000156,0.319,0.156,136.029,180161
Zion,Hillsong UNITED;TAYA,5SDcksP8En1l6RtTY1wzHc,0.264,0.363,2,-10.196,1,0.0338,0.501,0.00406,0.11,0.0613,124.328,536000
Being Funny In A Foreign Language,The 1975,14dJexYlvd3t3XAtD1pYW1,0.646,0.85,2,-5.466,1,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,212568
Away From The Sun,3 Doors Down,3NLrRZoMF0Lx6zTlYqeIo4,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,238733
Stadium Arcadium,Red Hot Chili Peppers,2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334666
VHS,X Ambassadors,0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200
Unleashed,Skillet,0i8JFpqe9cKwnrcvoNgl1L,0.603,0.886,5,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.025,229933
Halloween Hits,Yeah Yeah Yeahs;A-Trak,7ch89fdAaK52QYF5QKUUab,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,383893
Best Viral Tunes,Duman,6CkLcIjIAWHJp3nZWhNQvF,0.629,0.538,2,-6.79,1,0.0244,0.461,0.0,0.123,0.205,100.038,270280
Viral Şarkılar,Duman,2iwsJcPB5HIVTuHHwdTNO4,0.629,0.538,2,-6.79,1,0.0244,0.461,0.0,0.123,0.205,100.038,270280
It's You - Fresh Hits,KALEO,5WTKiRTdoDk07YJOP7y8DU,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,213706
Relaxing Pop,KALEO,3U6726RPDdw6JshdT9fGFM,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,213706
Rock n Roll Christmas,Counting Crows,2YDI2Irzquyw8H8ztLC2ql,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,297293
Twisted Halloween Hits,Yeah Yeah Yeahs;A-Trak,5UFr6YU5nIp1ra63Yusbp7,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,383893
TOKYO - HALLOWEEN -,Marilyn Manson,4U1WGnRxI57j3Ebi9A3HtD,0.611,0.801,11,-5.894,0,0.0733,0.00119,0.513,0.23,0.408,96.875,216735
Pumpkin Patch Hits,Yeah Yeah Yeahs;A-Trak,0ND3OzMoWDW8ciiobRGXxf,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,383893
Halloween Party 2022,Yeah Yeah Yeahs;A-Trak,4sO7A5yF6SfqiHeINS61DE,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,383893
Alternative Christmas 2022,Counting Crows,6lHlAlwFhEVKmYuCdln6e0,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,297293
Timeless Rock Hits,KALEO,3KKmCToTNy7Mnvkd9k0vVR,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,213706
Twisted Halloween Hits,Marilyn Manson,6Jb8PXvsr5VGF0kewMXmaQ,0.611,0.801,11,-5.894,0,0.0733,0.00119,0.513,0.23,0.408,96.875,216735
Halloween Metal Nights,Marilyn Manson,2dHFbe42W3zlzLRbjvvbp3,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,222773
Maintain Your Mojo,Blur,0cHFnnobCebrFG3PlfOkiR,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,121160
20's Rock,grandson,4dI3UmOl7scnyCU4KgaaNO,0.582,0.817,0,-6.475,1,0.0399,0.0017,0.0158,0.575,0.622,155.124,198365
Alternative Rock Mixtape,grandson,5cfct39EqJAkG0cqRaARz1,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,214520
All Out Alternative,grandson,04bNiW1CiMHWM0kSDvbLzp,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,214520
Christmas Songs 2022,Counting Crows,1lYHv3SEkE6wKfZRe0HMOG,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,297293
Halloween 2022,Yeah Yeah Yeahs,6lVtX3nLHyWZP7aqU9HuVW,0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.013,221000
Halloween Metal Nights,Marilyn Manson,3S3MAk28b2evnivIWkDshP,0.499,0.983,1,-3.662,0,0.0882,0.000123,0.000246,0.0728,0.0378,129.903,177440
Halloween Scary Party,Marilyn Manson,7LyODTwVRK0KN0615tcBPq,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,222773
Twisted Halloween Hits,Marilyn Manson,7gu4nfoJkzmRsATBRjNCWI,0.373,0.857,0,-3.546,1,0.0528,0.000999,0.00138,0.408,0.235,137.084,240213
Del gusto de mamá,Counting Crows,0QBrw0zGpCa8gKIJd2KDGo,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,272733
Halloween Spooky Party 2022,Marilyn Manson,7Bcjjhemjq1HxoWkTw4X6O,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,222773
Rock Workout 2023,Counting Crows,2mLYjGJ1Fl4qNept7opf7Y,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,272733
Twisted Halloween Hits,Marilyn Manson,0ttfJZcKq7E7NcIldlogbn,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,222773
Halloween 2022,Marilyn Manson,3mJV4kByjmgU3ubU7JPp9W,0.596,0.964,2,-5.754,1,0.0804,9.52e-05,0.834,0.203,0.399,128.021,264266
Pumpkin Patch Hits,Marilyn Manson,3otBSe8dnJMNDRE9AhSm0T,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,222773
Anthems for Witches 2022,Marilyn Manson,3AjZqmRivJhEVqbliY3yJa,0.611,0.801,11,-5.894,0,0.0733,0.00119,0.513,0.23,0.408,96.875,216735
Halloween Party 2022,Marilyn Manson,6U0KYAZFsPxLxc0x0bt7zl,0.596,0.964,2,-5.754,1,0.0804,9.52e-05,0.834,0.203,0.399,128.021,264266
